2025-06-18 17:10:44,25.69
2025-06-18 17:10:49,44.74
2025-06-18 17:10:54,32.7
2025-06-18 17:10:59,40.25
2025-06-21 18:08:59,37.76
2025-06-21 18:09:04,37.86
2025-06-21 18:09:09,21.99
2025-06-21 18:09:14,26.52
2025-06-21 18:09:19,40.5
2025-06-21 18:09:24,39.75
2025-06-21 18:09:29,21.88
2025-06-21 18:09:34,28.7
2025-06-25 21:27:42,30.18
2025-06-25 21:27:47,37.32
2025-06-25 21:27:52,29.83
2025-06-25 21:27:57,34.1
2025-06-25 21:28:02,44.95
2025-06-25 21:28:07,28.52
2025-06-25 21:28:12,35.9
2025-06-25 21:28:17,27.23
2025-06-25 21:28:22,38.32
2025-06-25 21:28:27,32.4
2025-06-25 21:28:32,25.1
2025-06-25 21:28:37,35.93
2025-06-25 21:28:42,35.37
2025-06-25 21:28:47,20.15
2025-06-25 21:28:52,27.08
2025-06-25 21:28:57,21.44
2025-06-25 21:29:02,35.03
2025-06-25 21:29:07,32.36
2025-06-25 21:29:12,40.84
2025-06-25 21:29:17,39.4
2025-06-25 21:29:22,23.48
2025-06-25 21:29:27,39.14
2025-06-25 21:29:32,24.44
2025-06-25 21:29:37,29.59
2025-06-25 21:29:42,30.03
2025-06-25 21:29:47,24.91
2025-06-25 21:29:52,29.55
2025-06-25 21:29:57,34.39
2025-06-25 21:30:02,42.36
2025-06-25 21:30:07,27.37
2025-06-25 21:30:12,35.28
2025-07-09 21:44:56,29.85
2025-07-09 21:45:01,26.28
2025-07-09 21:45:06,31.79
2025-07-09 21:45:11,33.02
2025-07-09 21:45:16,30.54
2025-07-09 21:45:21,22.63
2025-07-09 21:45:26,24.11
2025-07-09 21:45:31,41.86
2025-07-09 21:45:36,29.21
2025-07-09 21:45:41,34.36
2025-07-09 21:45:46,37.79
2025-07-09 21:45:51,42.75
2025-07-09 21:45:56,44.57
2025-07-09 21:46:01,44.1
2025-07-09 21:46:06,31.65
2025-07-09 21:46:11,24.08
2025-07-09 21:46:16,31.32
2025-07-09 21:46:21,31.47
2025-07-09 21:46:26,32.2
2025-07-09 21:46:31,43.38
2025-07-09 21:46:36,33.27
2025-07-09 21:46:41,33.01
2025-07-09 21:46:46,23.85
2025-07-09 21:46:51,34.54
2025-07-09 21:46:56,40.02
2025-07-09 21:47:01,33.53
2025-07-09 21:47:06,35.0
2025-07-09 21:47:11,20.72
2025-07-09 21:47:16,40.99
2025-07-09 21:47:21,30.36
2025-07-09 21:47:26,28.64
2025-07-09 21:47:31,30.09
